tripduration,starttime,stoptime,start Station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
239,28/09/2015 08:22,28/09/2015 08:26,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24709,Subscriber,1981,1
1391,28/09/2015 08:22,28/09/2015 08:45,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,24549,Customer,,0
645,28/09/2015 08:22,28/09/2015 08:33,3202,Newport PATH,40.7272235,-74.0337589,3184,Paulus Hook,40.7141454,-74.0335519,24432,Subscriber,1975,1
1198,28/09/2015 08:23,28/09/2015 08:43,3184,Paulus Hook,40.7141454,-74.0335519,3183,Exchange Place,40.7162469,-74.0334588,24597,Subscriber,1992,1
762,28/09/2015 08:25,28/09/2015 08:37,3203,Hamilton Park,40.72759597,-74.04424731,3184,Paulus Hook,40.7141454,-74.0335519,24593,Subscriber,1982,2
695,28/09/2015 08:25,28/09/2015 08:36,3203,Hamilton Park,40.72759597,-74.04424731,3184,Paulus Hook,40.7141454,-74.0335519,24567,Subscriber,1982,1
514,28/09/2015 08:25,28/09/2015 08:34,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,24676,Subscriber,1977,1
321,28/09/2015 08:25,28/09/2015 08:31,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24642,Subscriber,1984,1
102,28/09/2015 08:28,28/09/2015 08:30,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,24445,Subscriber,1973,1
241,28/09/2015 08:29,28/09/2015 08:33,3212,Christ Hospital,40.73478582,-74.05044364,3206,Hilltop,40.7311689,-74.0575736,24616,Subscriber,1986,1
301,28/09/2015 08:30,28/09/2015 08:35,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958612,-74.04311746,24448,Subscriber,1976,1
411,28/09/2015 08:31,28/09/2015 08:38,3201,Dey St,40.737711,-74.066921,3195,Sip Ave,40.73074263,-74.06378388,24387,Subscriber,1968,1
582,28/09/2015 08:32,28/09/2015 08:42,3199,Newport Pkwy,40.7287448,-74.0321082,3183,Exchange Place,40.7162469,-74.0334588,24400,Subscriber,1985,1
782,28/09/2015 08:33,28/09/2015 08:46,3212,Christ Hospital,40.73478582,-74.05044364,3195,Sip Ave,40.73074263,-74.06378388,24530,Subscriber,1979,1
161,28/09/2015 08:33,28/09/2015 08:36,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24691,Subscriber,1983,1
254,28/09/2015 08:34,28/09/2015 08:39,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24412,Subscriber,1981,2
618,28/09/2015 08:36,28/09/2015 08:46,3209,Brunswick St,40.7241765,-74.0506564,3183,Exchange Place,40.7162469,-74.0334588,24492,Subscriber,1983,2
687,28/09/2015 08:36,28/09/2015 08:48,3203,Hamilton Park,40.72759597,-74.04424731,3183,Exchange Place,40.7162469,-74.0334588,24553,Subscriber,1989,1
411,28/09/2015 08:36,28/09/2015 08:43,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24625,Subscriber,1980,1
466,28/09/2015 08:36,28/09/2015 08:44,3192,Liberty Light Rail,40.7112423,-74.0557013,3185,City Hall,40.7177325,-74.043845,24409,Subscriber,1979,1
156,28/09/2015 08:36,28/09/2015 08:39,3211,Newark Ave,40.72152515,-74.04630454,3186,Grove St PATH,40.71958612,-74.04311746,24564,Subscriber,1981,1
566,28/09/2015 08:37,28/09/2015 08:46,3211,Newark Ave,40.72152515,-74.04630454,3183,Exchange Place,40.7162469,-74.0334588,24386,Subscriber,1984,1
642,28/09/2015 08:37,28/09/2015 08:48,3184,Paulus Hook,40.7141454,-74.0335519,3199,Newport Pkwy,40.7287448,-74.0321082,24556,Subscriber,1965,1
5537,28/09/2015 08:37,28/09/2015 10:10,3220,5 Corners Library,40.73496102,-74.05950308,3195,Sip Ave,40.73074263,-74.06378388,24646,Subscriber,1971,1
538,28/09/2015 08:38,28/09/2015 08:47,3199,Newport Pkwy,40.7287448,-74.0321082,3186,Grove St PATH,40.71958612,-74.04311746,24685,Subscriber,1993,1
290,28/09/2015 08:40,28/09/2015 08:45,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24670,Subscriber,1970,1
642,28/09/2015 08:42,28/09/2015 08:53,3193,Lincoln Park,40.7246051,-74.07840595,3195,Sip Ave,40.73074263,-74.06378388,24446,Subscriber,1990,1
472,28/09/2015 08:43,28/09/2015 08:51,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958612,-74.04311746,24528,Subscriber,1973,1
342,28/09/2015 08:43,28/09/2015 08:49,3202,Newport PATH,40.7272235,-74.0337589,3183,Exchange Place,40.7162469,-74.0334588,24479,Subscriber,1968,0
561,28/09/2015 08:43,28/09/2015 08:53,3185,City Hall,40.7177325,-74.043845,3186,Grove St PATH,40.71958612,-74.04311746,24603,Customer,,0
1284,28/09/2015 08:44,28/09/2015 09:05,3210,Pershing Field,40.74267714,-74.05178863,3183,Exchange Place,40.7162469,-74.0334588,24457,Subscriber,1973,1
303,28/09/2015 08:44,28/09/2015 08:49,3205,JC Medical Center,40.71653978,-74.04963791,3186,Grove St PATH,40.71958612,-74.04311746,24589,Subscriber,1986,1
300,28/09/2015 08:45,28/09/2015 08:50,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24494,Subscriber,1968,1
183,28/09/2015 08:45,28/09/2015 08:48,3209,Brunswick St,40.7241765,-74.0506564,3211,Newark Ave,40.72152515,-74.04630454,24438,Subscriber,1978,1
2082,28/09/2015 08:46,28/09/2015 09:21,3194,McGinley Square,40.72533993,-74.06762213,3194,McGinley Square,40.72533993,-74.06762213,24461,Subscriber,1987,1
314,28/09/2015 08:46,28/09/2015 08:52,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24531,Subscriber,1971,1
456,28/09/2015 08:48,28/09/2015 08:55,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24493,Subscriber,1976,1
575,28/09/2015 08:48,28/09/2015 08:58,3199,Newport Pkwy,40.7287448,-74.0321082,3183,Exchange Place,40.7162469,-74.0334588,24378,Subscriber,1972,1
6582,28/09/2015 08:49,28/09/2015 10:39,3192,Liberty Light Rail,40.7112423,-74.0557013,3183,Exchange Place,40.7162469,-74.0334588,24683,Subscriber,1968,1
516,28/09/2015 08:53,28/09/2015 09:01,3186,Grove St PATH,40.71958612,-74.04311746,3183,Exchange Place,40.7162469,-74.0334588,24685,Subscriber,1992,1
312,28/09/2015 08:53,28/09/2015 08:59,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24463,Subscriber,1986,1
199,28/09/2015 08:54,28/09/2015 08:57,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24421,Subscriber,1984,2
306,28/09/2015 08:58,28/09/2015 09:03,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24510,Subscriber,1968,1
369,28/09/2015 09:00,28/09/2015 09:06,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24649,Customer,,0
108,28/09/2015 09:03,28/09/2015 09:05,3211,Newark Ave,40.72152515,-74.04630454,3186,Grove St PATH,40.71958612,-74.04311746,24438,Subscriber,1984,1
501,28/09/2015 09:05,28/09/2015 09:13,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958612,-74.04311746,24436,Subscriber,1982,2
591,28/09/2015 09:06,28/09/2015 09:16,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3186,Grove St PATH,40.71958612,-74.04311746,24515,Subscriber,1989,1
1652,28/09/2015 09:08,28/09/2015 09:35,3193,Lincoln Park,40.7246051,-74.07840595,3186,Grove St PATH,40.71958612,-74.04311746,24466,Subscriber,1959,2
684,28/09/2015 09:08,28/09/2015 09:19,3214,Essex Light Rail,40.7127742,-74.0364857,3202,Newport PATH,40.7272235,-74.0337589,24397,Subscriber,1990,2
896,28/09/2015 09:09,28/09/2015 09:24,3210,Pershing Field,40.74267714,-74.05178863,3183,Exchange Place,40.7162469,-74.0334588,24628,Subscriber,1976,1
424,28/09/2015 09:09,28/09/2015 09:16,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24647,Customer,,0
496,28/09/2015 09:09,28/09/2015 09:18,3199,Newport Pkwy,40.7287448,-74.0321082,3183,Exchange Place,40.7162469,-74.0334588,24680,Subscriber,1985,1
1036,28/09/2015 09:10,28/09/2015 09:28,3194,McGinley Square,40.72533993,-74.06762213,3206,Hilltop,40.7311689,-74.0575736,24664,Subscriber,1981,1
930,28/09/2015 09:11,28/09/2015 09:26,3197,North St,40.752559,-74.044725,3202,Newport PATH,40.7272235,-74.0337589,24536,Subscriber,1995,1
260,28/09/2015 09:11,28/09/2015 09:15,3186,Grove St PATH,40.71958612,-74.04311746,3183,Exchange Place,40.7162469,-74.0334588,24460,Subscriber,1977,1
664,28/09/2015 09:12,28/09/2015 09:23,3192,Liberty Light Rail,40.7112423,-74.0557013,3183,Exchange Place,40.7162469,-74.0334588,24522,Customer,,0
479,28/09/2015 09:13,28/09/2015 09:21,3213,Van Vorst Park,40.71848892,-74.04772663,3183,Exchange Place,40.7162469,-74.0334588,24581,Subscriber,1980,1
695,28/09/2015 09:14,28/09/2015 09:26,3206,Hilltop,40.7311689,-74.0575736,3183,Exchange Place,40.7162469,-74.0334588,24447,Subscriber,1985,2
421,28/09/2015 09:14,28/09/2015 09:21,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,24495,Subscriber,1970,1
317,28/09/2015 09:16,28/09/2015 09:22,3187,Warren St,40.7211236,-74.03805095,3183,Exchange Place,40.7162469,-74.0334588,24558,Subscriber,1989,1
623,28/09/2015 09:17,28/09/2015 09:28,3193,Lincoln Park,40.7246051,-74.07840595,3195,Sip Ave,40.73074263,-74.06378388,24689,Subscriber,1979,1
391,28/09/2015 09:18,28/09/2015 09:25,3203,Hamilton Park,40.72759597,-74.04424731,3209,Brunswick St,40.7241765,-74.0506564,24406,Customer,,0
222,28/09/2015 09:18,28/09/2015 09:22,3205,JC Medical Center,40.71653978,-74.04963791,3186,Grove St PATH,40.71958612,-74.04311746,24569,Subscriber,1985,1
1530,28/09/2015 09:19,28/09/2015 09:44,3201,Dey St,40.737711,-74.066921,3206,Hilltop,40.7311689,-74.0575736,24417,Customer,,0
359,28/09/2015 09:19,28/09/2015 09:25,3211,Newark Ave,40.72152515,-74.04630454,3183,Exchange Place,40.7162469,-74.0334588,24539,Subscriber,1985,1
332,28/09/2015 09:19,28/09/2015 09:25,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24557,Subscriber,1988,2
185,28/09/2015 09:26,28/09/2015 09:29,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24621,Subscriber,1986,1
247,28/09/2015 09:27,28/09/2015 09:31,3195,Sip Ave,40.73074263,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,24650,Subscriber,1985,2
502,28/09/2015 09:29,28/09/2015 09:38,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,24715,Subscriber,1987,1
1653,28/09/2015 09:31,28/09/2015 09:58,3194,McGinley Square,40.72533993,-74.06762213,3183,Exchange Place,40.7162469,-74.0334588,24461,Subscriber,1967,1
403,28/09/2015 09:32,28/09/2015 09:38,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24721,Subscriber,1981,2
384,28/09/2015 09:32,28/09/2015 09:38,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24562,Customer,,0
888,28/09/2015 09:33,28/09/2015 09:48,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,24435,Customer,,0
327,28/09/2015 09:34,28/09/2015 09:40,3185,City Hall,40.7177325,-74.043845,3183,Exchange Place,40.7162469,-74.0334588,24561,Subscriber,1974,2
1416,28/09/2015 09:35,28/09/2015 09:59,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24618,Subscriber,1981,2
295,28/09/2015 09:40,28/09/2015 09:45,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24487,Subscriber,1960,1
367,28/09/2015 09:40,28/09/2015 09:46,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,24633,Subscriber,1955,1
1144,28/09/2015 09:41,28/09/2015 10:00,3214,Essex Light Rail,40.7127742,-74.0364857,3203,Hamilton Park,40.72759597,-74.04424731,24593,Customer,,0
153,28/09/2015 09:43,28/09/2015 09:45,3211,Newark Ave,40.72152515,-74.04630454,3186,Grove St PATH,40.71958612,-74.04311746,24434,Subscriber,1977,1
402,28/09/2015 09:44,28/09/2015 09:51,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,24444,Subscriber,1983,1
991,28/09/2015 09:45,28/09/2015 10:02,3201,Dey St,40.737711,-74.066921,3201,Dey St,40.737711,-74.066921,24608,Subscriber,1963,1
184,28/09/2015 09:45,28/09/2015 09:48,3187,Warren St,40.7211236,-74.03805095,3186,Grove St PATH,40.71958612,-74.04311746,24467,Subscriber,1991,1
1001,28/09/2015 09:46,28/09/2015 10:03,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3220,5 Corners Library,40.73496102,-74.05950308,24511,Subscriber,1984,1
439,28/09/2015 09:49,28/09/2015 09:57,3213,Van Vorst Park,40.71848892,-74.04772663,3209,Brunswick St,40.7241765,-74.0506564,24720,Subscriber,1976,2
370,28/09/2015 09:53,28/09/2015 09:59,3211,Newark Ave,40.72152515,-74.04630454,3186,Grove St PATH,40.71958612,-74.04311746,24538,Subscriber,1983,2
295,28/09/2015 09:53,28/09/2015 09:58,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,24651,Subscriber,1977,2
239,28/09/2015 09:58,28/09/2015 10:02,3203,Hamilton Park,40.72759597,-74.04424731,3211,Newark Ave,40.72152515,-74.04630454,24652,Subscriber,1971,1
2195,28/09/2015 10:03,28/09/2015 10:40,3212,Christ Hospital,40.73478582,-74.05044364,3212,Christ Hospital,40.73478582,-74.05044364,24412,Subscriber,1965,1
605,28/09/2015 10:06,28/09/2015 10:16,3206,Hilltop,40.7311689,-74.0575736,3186,Grove St PATH,40.71958612,-74.04311746,24656,Subscriber,1984,1
248,28/09/2015 10:15,28/09/2015 10:19,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958612,-74.04311746,24532,Subscriber,1979,1
525,28/09/2015 10:21,28/09/2015 10:30,3203,Hamilton Park,40.72759597,-74.04424731,3199,Newport Pkwy,40.7287448,-74.0321082,24593,Subscriber,1981,1
282,28/09/2015 10:27,28/09/2015 10:31,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,24650,Subscriber,1979,1
194,28/09/2015 10:29,28/09/2015 10:32,3195,Sip Ave,40.73074263,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,24478,Subscriber,1975,1
795,28/09/2015 10:37,28/09/2015 10:51,3195,Sip Ave,40.73074263,-74.06378388,3188,NJCU,40.7101087,-74.0858489,24387,Subscriber,1954,2
1448,28/09/2015 10:45,28/09/2015 11:09,3203,Hamilton Park,40.72759597,-74.04424731,3214,Essex Light Rail,40.7127742,-74.0364857,24402,Customer,,0
171,28/09/2015 10:45,28/09/2015 10:48,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24655,Subscriber,1986,2
551,28/09/2015 10:47,28/09/2015 10:56,3211,Newark Ave,40.72152515,-74.04630454,3212,Christ Hospital,40.73478582,-74.05044364,24453,Subscriber,1986,2
847,28/09/2015 10:51,28/09/2015 11:05,3193,Lincoln Park,40.7246051,-74.07840595,3185,City Hall,40.7177325,-74.043845,24675,Subscriber,1970,1
16082,28/09/2015 10:57,28/09/2015 15:25,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24584,Subscriber,1964,2
390,28/09/2015 11:03,28/09/2015 11:10,3195,Sip Ave,40.73074263,-74.06378388,3201,Dey St,40.737711,-74.066921,24689,Subscriber,1962,2
411,28/09/2015 11:07,28/09/2015 11:14,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,24429,Customer,,0
134,28/09/2015 11:09,28/09/2015 11:11,3209,Brunswick St,40.7241765,-74.0506564,3211,Newark Ave,40.72152515,-74.04630454,24719,Subscriber,1971,1
156,28/09/2015 10:56,28/09/2015 10:59,3211,Newark Ave,40.72152515,-74.04630454,3186,Grove St PATH,40.71958612,-74.04311746,24429,Subscriber,1978,1
224,28/09/2015 11:20,28/09/2015 11:24,3205,JC Medical Center,40.71653978,-74.04963791,3186,Grove St PATH,40.71958612,-74.04311746,24480,Subscriber,1986,1
632,28/09/2015 11:22,28/09/2015 11:33,3195,Sip Ave,40.73074263,-74.06378388,3225,Baldwin at Montgomery,40.7236589,-74.0641943,24519,Customer,,0
34365,28/09/2015 11:31,28/09/2015 21:03,3184,Paulus Hook,40.7141454,-74.0335519,3186,Grove St PATH,40.71958612,-74.04311746,24432,Customer,,0
34323,28/09/2015 11:31,28/09/2015 21:03,3184,Paulus Hook,40.7141454,-74.0335519,3186,Grove St PATH,40.71958612,-74.04311746,24503,Customer,,0
893,28/09/2015 11:36,28/09/2015 11:50,3186,Grove St PATH,40.71958612,-74.04311746,3199,Newport Pkwy,40.7287448,-74.0321082,24487,Subscriber,1981,2
328,28/09/2015 11:51,28/09/2015 11:56,3184,Paulus Hook,40.7141454,-74.0335519,3187,Warren St,40.7211236,-74.03805095,24567,Subscriber,1963,2
111,28/09/2015 12:00,28/09/2015 12:01,3184,Paulus Hook,40.7141454,-74.0335519,3183,Exchange Place,40.7162469,-74.0334588,24498,Subscriber,1982,1
1366,28/09/2015 12:04,28/09/2015 12:27,3203,Hamilton Park,40.72759597,-74.04424731,3205,JC Medical Center,40.71653978,-74.04963791,24493,Customer,,0
1291,28/09/2015 12:06,28/09/2015 12:27,3203,Hamilton Park,40.72759597,-74.04424731,3205,JC Medical Center,40.71653978,-74.04963791,24467,Customer,,0
1726,28/09/2015 12:09,28/09/2015 12:37,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24402,Subscriber,1979,1
420,28/09/2015 12:09,28/09/2015 12:16,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,24498,Subscriber,1981,1
858,28/09/2015 12:10,28/09/2015 12:24,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,24427,Subscriber,1976,1
437,28/09/2015 12:10,28/09/2015 12:17,3183,Exchange Place,40.7162469,-74.0334588,3211,Newark Ave,40.72152515,-74.04630454,24620,Subscriber,1984,1
320,28/09/2015 12:12,28/09/2015 12:17,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,24613,Subscriber,1972,1
2596,28/09/2015 12:12,28/09/2015 12:55,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,24532,Subscriber,1970,1
476,28/09/2015 12:20,28/09/2015 12:28,3184,Paulus Hook,40.7141454,-74.0335519,3187,Warren St,40.7211236,-74.03805095,24389,Subscriber,1976,1
339,28/09/2015 12:22,28/09/2015 12:27,3187,Warren St,40.7211236,-74.03805095,3184,Paulus Hook,40.7141454,-74.0335519,24567,Subscriber,1963,2
526,28/09/2015 12:24,28/09/2015 12:32,3184,Paulus Hook,40.7141454,-74.0335519,3202,Newport PATH,40.7272235,-74.0337589,24699,Subscriber,1986,1
288,28/09/2015 12:31,28/09/2015 12:35,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24591,Subscriber,1976,1
472,28/09/2015 12:31,28/09/2015 12:39,3203,Hamilton Park,40.72759597,-74.04424731,3185,City Hall,40.7177325,-74.043845,24429,Subscriber,1976,1
528,28/09/2015 12:31,28/09/2015 12:40,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24516,Subscriber,1976,2
248,28/09/2015 12:32,28/09/2015 12:36,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,24476,Subscriber,1977,1
4558,28/09/2015 12:33,28/09/2015 13:49,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,24493,Customer,,0
4531,28/09/2015 12:34,28/09/2015 13:49,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,24467,Customer,,0
230,28/09/2015 12:37,28/09/2015 12:41,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,24478,Subscriber,1996,2
1186,28/09/2015 12:38,28/09/2015 12:57,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,24659,Customer,,0
1611,28/09/2015 12:40,28/09/2015 13:07,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,24597,Customer,,0
1616,28/09/2015 12:40,28/09/2015 13:07,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,24447,Customer,,0
929,28/09/2015 12:49,28/09/2015 13:05,3210,Pershing Field,40.74267714,-74.05178863,3211,Newark Ave,40.72152515,-74.04630454,24407,Subscriber,1954,1
484,28/09/2015 12:52,28/09/2015 13:00,3202,Newport PATH,40.7272235,-74.0337589,3183,Exchange Place,40.7162469,-74.0334588,24711,Subscriber,1981,1
226,28/09/2015 12:52,28/09/2015 12:56,3206,Hilltop,40.7311689,-74.0575736,3212,Christ Hospital,40.73478582,-74.05044364,24616,Customer,,0
183,28/09/2015 12:52,28/09/2015 12:56,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,24483,Subscriber,1984,1
292,28/09/2015 12:53,28/09/2015 12:58,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,24440,Subscriber,1975,1
398,28/09/2015 12:54,28/09/2015 13:01,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,24621,Subscriber,1977,2
418,28/09/2015 12:55,28/09/2015 13:02,3202,Newport PATH,40.7272235,-74.0337589,3183,Exchange Place,40.7162469,-74.0334588,24658,Subscriber,1984,1
1119,28/09/2015 12:56,28/09/2015 13:14,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,24631,Subscriber,1969,2
366,28/09/2015 12:56,28/09/2015 13:02,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,24480,Subscriber,1976,2
1399,28/09/2015 12:57,28/09/2015 13:21,3183,Exchange Place,40.7162469,-74.0334588,3207,Oakland Ave,40.7376037,-74.0524783,24615,Subscriber,1989,1
342,28/09/2015 12:58,28/09/2015 13:04,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24538,Subscriber,1970,1
251,28/09/2015 13:00,28/09/2015 13:05,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,24687,Subscriber,1976,1
36156,28/09/2015 13:01,28/09/2015 23:04,3194,McGinley Square,40.72533993,-74.06762213,3188,NJCU,40.7101087,-74.0858489,24686,Customer,,0
571,28/09/2015 13:02,28/09/2015 13:11,3214,Essex Light Rail,40.7127742,-74.0364857,3211,Newark Ave,40.72152515,-74.04630454,24535,Subscriber,1977,1
699,28/09/2015 13:05,28/09/2015 13:17,3198,Heights Elevator,40.74871595,-74.0404433,3206,Hilltop,40.7311689,-74.0575736,24617,Subscriber,1978,1
228,28/09/2015 13:11,28/09/2015 13:14,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,24591,Subscriber,1984,1
1710,28/09/2015 13:12,28/09/2015 13:40,3214,Essex Light Rail,40.7127742,-74.0364857,3205,JC Medical Center,40.71653978,-74.04963791,24599,Subscriber,1951,1
254,28/09/2015 13:15,28/09/2015 13:19,3201,Dey St,40.737711,-74.066921,3195,Sip Ave,40.73074263,-74.06378388,24689,Subscriber,1964,2
206,28/09/2015 13:17,28/09/2015 13:20,3186,Grove St PATH,40.71958612,-74.04311746,3183,Exchange Place,40.7162469,-74.0334588,24575,Subscriber,1984,1
473,28/09/2015 13:21,28/09/2015 13:28,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,24575,Subscriber,1982,1
328,28/09/2015 13:21,28/09/2015 13:26,3211,Newark Ave,40.72152515,-74.04630454,3185,City Hall,40.7177325,-74.043845,24652,Subscriber,1981,2
748,28/09/2015 13:21,28/09/2015 13:34,3185,City Hall,40.7177325,-74.043845,3214,Essex Light Rail,40.7127742,-74.0364857,24687,Subscriber,1976,1
467,28/09/2015 13:22,28/09/2015 13:30,3211,Newark Ave,40.72152515,-74.04630454,3205,JC Medical Center,40.71653978,-74.04963791,24407,Subscriber,1982,2
452,28/09/2015 13:23,28/09/2015 13:30,3211,Newark Ave,40.72152515,-74.04630454,3205,JC Medical Center,40.71653978,-74.04963791,24623,Subscriber,1982,1
390,28/09/2015 13:23,28/09/2015 13:30,3187,Warren St,40.7211236,-74.03805095,3184,Paulus Hook,40.7141454,-74.0335519,24512,Subscriber,1976,1
887,28/09/2015 13:24,28/09/2015 13:39,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,24654,Subscriber,1972,2
149,28/09/2015 13:27,28/09/2015 13:30,3211,Newark Ave,40.72152515,-74.04630454,3186,Grove St PATH,40.71958612,-74.04311746,24566,Subscriber,1971,1
819,28/09/2015 13:29,28/09/2015 13:43,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,24671,Customer,,0
777,28/09/2015 13:30,28/09/2015 13:43,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,24421,Customer,,0
266,28/09/2015 13:33,28/09/2015 13:37,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,24516,Subscriber,1980,1
1223,28/09/2015 13:33,28/09/2015 13:53,3184,Paulus Hook,40.7141454,-74.0335519,3203,Hamilton Park,40.72759597,-74.04424731,22506,Customer,,0
1198,28/09/2015 13:33,28/09/2015 13:53,3184,Paulus Hook,40.7141454,-74.0335519,3203,Hamilton Park,40.72759597,-74.04424731,24512,Subscriber,1980,2
370,28/09/2015 13:35,28/09/2015 13:41,3185,City Hall,40.7177325,-74.043845,3211,Newark Ave,40.72152515,-74.04630454,24631,Subscriber,1981,2
157,28/09/2015 13:35,28/09/2015 13:38,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,24715,Subscriber,1975,1
